f1,success,precision,recall,map_condition,submission_mode,model_short,log_codebase_size,codebase_size,issue_id,repo,issue_idx,rep,turns_used,hit_turn_cap,total_input_tokens,total_output_tokens,total_cost,wall_time_seconds
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,10.563155506021905,38683,localstack/2,localstack,2,3,21,0,193916,5428,0.010872,64.82
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.860214640302662,19153,localstack/9,localstack,9,1,12,0,63638,8117,0.008073,58.3
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.860214640302662,19153,localstack/9,localstack,9,2,9,0,45570,4788,0.005517,35.68
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.860214640302662,19153,localstack/9,localstack,9,3,11,0,50507,8037,0.00803,57.85
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,11.189312196300184,72353,pandas/26,pandas,26,1,14,0,229932,3865,0.014794,46.92
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,11.189312196300184,72353,pandas/26,pandas,26,2,8,0,114556,9718,0.014523,102.13
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,11.189312196300184,72353,pandas/26,pandas,26,3,30,1,134063,4157,0.007386,50.46
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,11.270446177349276,78468,pandas/35,pandas,35,1,15,0,211297,6632,0.013856,81.15
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,11.270446177349276,78468,pandas/35,pandas,35,2,15,0,202130,6614,0.01557,78.35
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,11.270446177349276,78468,pandas/35,pandas,35,3,5,0,56168,1164,0.00508,12.19
0.6667,0,1.0,0.5,structural,voluntary,gpt_oss_120b,12.08721590866289,177587,pandas/38,pandas,38,1,11,0,111971,5073,0.009099,41.04
0.6667,0,1.0,0.5,structural,voluntary,gpt_oss_120b,12.08721590866289,177587,pandas/38,pandas,38,2,6,0,66764,1040,0.007049,12.46
0.6667,0,1.0,0.5,structural,voluntary,gpt_oss_120b,12.08721590866289,177587,pandas/38,pandas,38,3,8,0,85631,1768,0.007051,19.07
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,10.883015959814806,53264,pandas/44,pandas,44,1,9,0,122711,2685,0.008645,27.0
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,10.883015959814806,53264,pandas/44,pandas,44,2,11,0,139760,3857,0.010598,47.09
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,10.883015959814806,53264,pandas/44,pandas,44,3,7,0,69947,2155,0.007429,25.61
0.5,0,1.0,0.3333,structural,voluntary,gpt_oss_120b,9.346705246496699,11461,requests/12,requests,12,1,11,0,33271,4690,0.004842,39.63
0.8,0,1.0,0.6667,structural,voluntary,gpt_oss_120b,9.346705246496699,11461,requests/12,requests,12,2,20,0,109677,4868,0.008217,44.27
0.8,0,1.0,0.6667,structural,voluntary,gpt_oss_120b,9.346705246496699,11461,requests/12,requests,12,3,12,0,41180,1758,0.003799,17.09
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.348274558065496,11479,requests/13,requests,13,1,13,0,69483,6629,0.007518,49.74
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.348274558065496,11479,requests/13,requests,13,2,7,0,30927,4633,0.00557,41.91
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.348274558065496,11479,requests/13,requests,13,3,8,0,41216,2756,0.004324,26.07
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,7.958576903813898,2860,requests/7,requests,7,1,8,0,35992,2328,0.004398,21.47
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,7.958576903813898,2860,requests/7,requests,7,2,6,0,24372,2496,0.003458,31.15
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,7.958576903813898,2860,requests/7,requests,7,3,14,0,47862,7135,0.006524,89.33
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,10.031000872835088,22720,rich/1,rich,1,1,7,0,22163,1693,0.002347,13.67
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,10.031000872835088,22720,rich/1,rich,1,2,13,0,55176,2832,0.004211,35.88
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,10.031000872835088,22720,rich/1,rich,1,3,5,0,15617,745,0.001455,9.15
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,10.051648903516648,23194,rich/12,rich,12,1,7,0,39820,1299,0.004635,13.5
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,10.051648903516648,23194,rich/12,rich,12,2,5,0,26796,1529,0.002952,13.73
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,10.051648903516648,23194,rich/12,rich,12,3,6,0,33843,1172,0.003576,35.21
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,10.039939675671627,22924,rich/8,rich,8,1,11,0,69691,2908,0.005323,25.91
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,10.039939675671627,22924,rich/8,rich,8,2,11,0,54913,3518,0.005584,36.53
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,10.039939675671627,22924,rich/8,rich,8,3,5,0,28635,1006,0.003803,11.52
0.6667,0,1.0,0.5,structural,voluntary,gpt_oss_120b,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,1,7,0,17013,1275,0.001989,9.86
0.6667,0,1.0,0.5,structural,voluntary,gpt_oss_120b,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,2,15,0,81811,3168,0.0062,34.88
0.6667,0,1.0,0.5,structural,voluntary,gpt_oss_120b,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,3,19,0,211305,3377,0.011012,40.02
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,11.55076060327325,103856,scikit-learn/49,scikit-learn,49,1,20,0,350303,5749,0.01841,63.35
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,11.55076060327325,103856,scikit-learn/49,scikit-learn,49,2,19,0,397445,4807,0.02175,66.36
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,11.55076060327325,103856,scikit-learn/49,scikit-learn,49,3,11,0,227874,3567,0.016215,56.3
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,11.525654110946952,101281,scikit-learn/5,scikit-learn,5,1,14,0,130203,9744,0.012136,89.8
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,11.525654110946952,101281,scikit-learn/5,scikit-learn,5,2,12,0,79876,5935,0.009022,66.55
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,11.525654110946952,101281,scikit-learn/5,scikit-learn,5,3,9,0,62524,6481,0.0079,68.21
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.796458979777604,17970,scrapy/20,scrapy,20,1,13,0,77645,3655,0.006274,40.42
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.796458979777604,17970,scrapy/20,scrapy,20,2,10,0,72320,2568,0.006381,32.76
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.796458979777604,17970,scrapy/20,scrapy,20,3,12,0,85553,2420,0.005497,26.06
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.655026193237628,15600,scrapy/26,scrapy,26,1,16,0,160326,3498,0.011019,37.43
0.6667,1,0.5,1.0,structural,voluntary,gpt_oss_120b,9.655026193237628,15600,scrapy/26,scrapy,26,2,7,0,33239,1711,0.003363,20.16
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.655026193237628,15600,scrapy/26,scrapy,26,3,17,0,105593,4544,0.008935,59.7
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,9.73477299914839,16895,scrapy/48,scrapy,48,1,13,0,62019,2474,0.004403,24.55
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,9.73477299914839,16895,scrapy/48,scrapy,48,2,7,0,12629,1045,0.001392,12.53
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,9.73477299914839,16895,scrapy/48,scrapy,48,3,21,0,111998,5519,0.00884,82.11
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.961803629358965,21201,stable-diffusion-webui/0,stable-diffusion-webui,0,1,4,0,63221,608,0.006275,8.77
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.961803629358965,21201,stable-diffusion-webui/0,stable-diffusion-webui,0,2,7,0,111585,1460,0.008285,23.27
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.961803629358965,21201,stable-diffusion-webui/0,stable-diffusion-webui,0,3,5,0,84728,1188,0.005886,24.91
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.908425341565751,20099,stable-diffusion-webui/13,stable-diffusion-webui,13,1,21,0,260029,3621,0.012678,45.18
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.908425341565751,20099,stable-diffusion-webui/13,stable-diffusion-webui,13,2,21,0,289824,4070,0.01352,64.47
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,9.908425341565751,20099,stable-diffusion-webui/13,stable-diffusion-webui,13,3,21,0,289504,4247,0.014868,50.43
0.6667,0,1.0,0.5,structural,voluntary,gpt_oss_120b,10.028797743501574,22670,stable-diffusion-webui/5,stable-diffusion-webui,5,1,23,0,155339,3928,0.007915,78.71
0.6667,0,1.0,0.5,structural,voluntary,gpt_oss_120b,10.028797743501574,22670,stable-diffusion-webui/5,stable-diffusion-webui,5,2,12,0,70061,2224,0.005739,46.21
0.6667,0,1.0,0.5,structural,voluntary,gpt_oss_120b,10.028797743501574,22670,stable-diffusion-webui/5,stable-diffusion-webui,5,3,30,1,253396,4848,0.011395,82.08
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,8.483636407887394,4835,thefuck/10,thefuck,10,1,9,0,29766,2781,0.003513,31.08
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,8.483636407887394,4835,thefuck/10,thefuck,10,2,7,0,14283,1404,0.001863,10.85
0.5,0,1.0,0.3333,structural,voluntary,gpt_oss_120b,8.483636407887394,4835,thefuck/10,thefuck,10,3,12,0,40382,3851,0.005005,90.82
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,8.270781013162674,3908,thefuck/20,thefuck,20,1,30,1,142310,9628,0.01121,91.86
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,8.270781013162674,3908,thefuck/20,thefuck,20,2,19,0,104538,7935,0.009135,85.3
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,8.270781013162674,3908,thefuck/20,thefuck,20,3,7,0,16536,1576,0.001957,26.21
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,7.822845290279774,2497,thefuck/5,thefuck,5,1,10,0,25719,2703,0.003344,20.52
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,7.822845290279774,2497,thefuck/5,thefuck,5,2,6,0,12458,1268,0.001398,9.48
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,7.822845290279774,2497,thefuck/5,thefuck,5,3,10,0,33292,3487,0.004156,28.56
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,12.430331574579306,250279,transformers/25,transformers,25,1,8,0,52618,1919,0.005617,19.04
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,12.430331574579306,250279,transformers/25,transformers,25,2,7,0,59176,2141,0.007246,24.78
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,12.430331574579306,250279,transformers/25,transformers,25,3,7,0,16514,1304,0.001991,12.82
0.1538,0,1.0,0.0833,structural,voluntary,gpt_oss_120b,12.407424472605875,244611,transformers/27,transformers,27,1,4,0,15096,524,0.001696,4.98
0.1538,0,1.0,0.0833,structural,voluntary,gpt_oss_120b,12.407424472605875,244611,transformers/27,transformers,27,2,4,0,21908,774,0.002874,9.67
0.1429,0,0.5,0.0833,structural,voluntary,gpt_oss_120b,12.407424472605875,244611,transformers/27,transformers,27,3,7,0,51514,1556,0.006197,16.04
0.8889,0,1.0,0.8,structural,voluntary,gpt_oss_120b,11.587420505060633,107734,transformers/5,transformers,5,1,15,0,178096,3427,0.012182,41.29
0.8889,0,1.0,0.8,structural,voluntary,gpt_oss_120b,11.587420505060633,107734,transformers/5,transformers,5,2,17,0,199940,6101,0.014498,54.35
0.5714,0,1.0,0.4,structural,voluntary,gpt_oss_120b,11.587420505060633,107734,transformers/5,transformers,5,3,22,0,260492,5822,0.014032,75.24
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,12.095096391086711,178992,yt-dlp/23,yt-dlp,23,1,4,0,15173,1742,0.002011,15.69
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,12.095096391086711,178992,yt-dlp/23,yt-dlp,23,2,10,0,46248,4297,0.005884,34.58
1.0,1,1.0,1.0,structural,voluntary,gpt_oss_120b,12.095096391086711,178992,yt-dlp/23,yt-dlp,23,3,11,0,39459,3349,0.003546,26.82
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,1,10,0,155328,3662,0.013028,38.73
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,2,5,0,31664,1988,0.002651,13.77
0.0,0,0.0,0.0,structural,voluntary,gpt_oss_120b,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,3,11,0,170197,4015,0.012169,48.78
0.6667,0,1.0,0.5,structural,voluntary,gpt_oss_120b,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,1,15,0,217905,6614,0.015357,81.76
0.6667,0,1.0,0.5,structural,voluntary,gpt_oss_120b,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,2,13,0,157150,6435,0.011595,62.82
0.6667,0,1.0,0.5,structural,voluntary,gpt_oss_120b,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,3,15,0,183339,4138,0.012209,55.13
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,12.068688124847148,174327,core/16,core,16,1,10,0,97571,6548,0.004219,57.69
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,12.068688124847148,174327,core/16,core,16,2,12,0,82423,4129,0.002545,40.62
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,12.068688124847148,174327,core/16,core,16,3,10,0,47782,4431,0.002047,41.33
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,11.506545154005941,99364,core/20,core,20,1,7,0,49325,3624,0.001984,37.98
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,11.506545154005941,99364,core/20,core,20,2,7,0,47145,2613,0.001677,29.83
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,11.506545154005941,99364,core/20,core,20,3,11,0,86931,2682,0.002314,33.57
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,8.579980179515003,5324,fastapi/17,fastapi,17,1,30,1,484676,20333,0.012205,178.29
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,8.579980179515003,5324,fastapi/17,fastapi,17,2,30,1,680386,21646,0.014016,217.18
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,8.579980179515003,5324,fastapi/17,fastapi,17,3,30,1,528407,16467,0.010326,167.48
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,8.518991573357617,5009,fastapi/20,fastapi,20,1,30,1,319784,8031,0.006943,110.01
0.5,1,0.3333,1.0,structural,voluntary,deepseek_flash,8.518991573357617,5009,fastapi/20,fastapi,20,2,30,1,287323,8498,0.006726,108.22
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,8.518991573357617,5009,fastapi/20,fastapi,20,3,30,1,279503,6307,0.005281,86.89
0.5,0,1.0,0.3333,structural,voluntary,deepseek_flash,8.482187582217422,4828,fastapi/9,fastapi,9,1,11,0,71288,3399,0.001993,35.36
0.5,0,1.0,0.3333,structural,voluntary,deepseek_flash,8.482187582217422,4828,fastapi/9,fastapi,9,2,9,0,100303,1833,0.00235,23.37
0.5,0,1.0,0.3333,structural,voluntary,deepseek_flash,8.482187582217422,4828,fastapi/9,fastapi,9,3,14,0,90598,3378,0.002004,44.51
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,8.808369153122275,6690,flask/18,flask,18,1,19,0,106698,3807,0.002358,39.58
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,8.808369153122275,6690,flask/18,flask,18,2,8,0,54077,2479,0.002522,24.24
0.6667,0,1.0,0.5,structural,voluntary,deepseek_flash,8.808369153122275,6690,flask/18,flask,18,3,10,0,92633,2524,0.002805,29.47
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,8.899457906353966,7328,flask/3,flask,3,1,30,1,260954,10807,0.006913,124.52
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,8.899457906353966,7328,flask/3,flask,3,2,29,0,267444,10400,0.006425,123.45
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,8.899457906353966,7328,flask/3,flask,3,3,30,1,362299,14071,0.009265,174.4
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,8.827468112520654,6819,flask/6,flask,6,1,8,0,87474,2839,0.002469,26.98
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,8.827468112520654,6819,flask/6,flask,6,2,7,0,63950,11542,0.004387,92.94
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,8.827468112520654,6819,flask/6,flask,6,3,10,0,84207,10108,0.00403,83.68
0.6667,1,0.5,1.0,structural,voluntary,deepseek_flash,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,1,11,0,88070,3293,0.002926,35.19
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,2,17,0,170679,4203,0.003647,52.86
0.5,1,0.3333,1.0,structural,voluntary,deepseek_flash,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,3,8,0,68995,2489,0.002893,27.56
0.6667,0,1.0,0.5,structural,voluntary,deepseek_flash,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,1,22,0,253024,6673,0.004469,68.88
0.6667,0,1.0,0.5,structural,voluntary,deepseek_flash,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,2,11,0,82187,5242,0.002929,47.33
0.4,0,1.0,0.25,structural,voluntary,deepseek_flash,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,3,11,0,82261,5168,0.002743,45.83
0.6667,1,0.5,1.0,structural,voluntary,deepseek_flash,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,1,30,1,866752,14345,0.019114,150.65
0.6667,1,0.5,1.0,structural,voluntary,deepseek_flash,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,2,30,1,565011,30701,0.014378,325.88
0.6667,1,0.5,1.0,structural,voluntary,deepseek_flash,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,3,21,0,382134,20945,0.009892,212.64
0.2857,0,0.5,0.2,structural,voluntary,deepseek_flash,10.196231790580173,26802,keras/12,keras,12,1,11,0,103757,5408,0.003431,50.73
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,10.196231790580173,26802,keras/12,keras,12,2,13,0,104198,3566,0.002995,39.75
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,10.196231790580173,26802,keras/12,keras,12,3,18,0,185768,4560,0.003892,55.07
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,10.349134450277123,31230,keras/5,keras,5,1,30,1,524794,19299,0.012808,187.13
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,10.349134450277123,31230,keras/5,keras,5,2,30,1,621868,26541,0.014535,259.82
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,10.349134450277123,31230,keras/5,keras,5,3,30,1,741300,24313,0.01739,222.01
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,10.444153492313001,34343,keras/9,keras,9,1,8,0,119902,13261,0.005835,109.25
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,10.444153492313001,34343,keras/9,keras,9,2,14,0,129255,10716,0.004325,101.9
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,10.444153492313001,34343,keras/9,keras,9,3,19,0,204017,11779,0.005606,108.15
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,9.61953186182516,15056,localstack/19,localstack,19,1,11,0,44148,1545,0.001679,19.99
0.25,0,1.0,0.1429,structural,voluntary,deepseek_flash,9.61953186182516,15056,localstack/19,localstack,19,2,20,0,223092,4652,0.005227,57.27
0.4444,0,1.0,0.2857,structural,voluntary,deepseek_flash,9.61953186182516,15056,localstack/19,localstack,19,3,17,0,143096,4361,0.003359,53.37
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,10.563155506021905,38683,localstack/2,localstack,2,1,30,1,558708,9189,0.010265,91.02
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,10.563155506021905,38683,localstack/2,localstack,2,2,30,1,540064,8029,0.009806,104.6
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,10.563155506021905,38683,localstack/2,localstack,2,3,30,1,526116,10328,0.009884,122.61
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,9.860214640302662,19153,localstack/9,localstack,9,1,30,1,544929,31307,0.015582,279.3
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,9.860214640302662,19153,localstack/9,localstack,9,2,30,1,500881,36030,0.016094,318.04
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,9.860214640302662,19153,localstack/9,localstack,9,3,15,0,191155,12115,0.005673,97.74
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,11.189312196300184,72353,pandas/26,pandas,26,1,30,1,370303,3948,0.007007,55.66
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,11.189312196300184,72353,pandas/26,pandas,26,2,30,1,424093,4530,0.009959,62.35
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,11.189312196300184,72353,pandas/26,pandas,26,3,28,0,373674,4288,0.007679,58.0
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,11.270446177349276,78468,pandas/35,pandas,35,1,30,1,291866,11145,0.007542,106.17
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,11.270446177349276,78468,pandas/35,pandas,35,2,30,1,329772,6184,0.006454,68.62
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,11.270446177349276,78468,pandas/35,pandas,35,3,30,1,316409,7407,0.007209,77.35
0.0,0,0.0,0.0,structural,voluntary,deepseek_flash,12.08721590866289,177587,pandas/38,pandas,38,1,30,1,505106,6083,0.008547,78.02
0.6667,0,1.0,0.5,structural,voluntary,deepseek_flash,12.08721590866289,177587,pandas/38,pandas,38,2,30,1,572044,9379,0.009972,112.04
0.5,0,0.5,0.5,structural,voluntary,deepseek_flash,12.08721590866289,177587,pandas/38,pandas,38,3,25,0,347153,7506,0.005903,86.95
0.5,0,0.5,0.5,structural,voluntary,deepseek_flash,10.883015959814806,53264,pandas/44,pandas,44,1,30,1,255189,9757,0.00604,107.66
0.5,0,0.5,0.5,structural,voluntary,deepseek_flash,10.883015959814806,53264,pandas/44,pandas,44,2,30,1,554212,12087,0.010956,137.0
0.5,0,0.5,0.5,structural,voluntary,deepseek_flash,10.883015959814806,53264,pandas/44,pandas,44,3,30,1,620155,14443,0.011961,151.65
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,9.346705246496699,11461,requests/12,requests,12,1,14,0,132295,4187,0.003116,41.88
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,9.346705246496699,11461,requests/12,requests,12,2,10,0,57679,3726,0.002708,36.64
0.8,0,1.0,0.6667,structural,voluntary,deepseek_flash,9.346705246496699,11461,requests/12,requests,12,3,7,0,46403,2192,0.002544,23.16
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,9.348274558065496,11479,requests/13,requests,13,1,19,0,192089,8309,0.004264,90.59
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,9.348274558065496,11479,requests/13,requests,13,2,15,0,181318,10103,0.004944,88.45
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,9.348274558065496,11479,requests/13,requests,13,3,14,0,179852,11541,0.005458,113.14
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,7.958576903813898,2860,requests/7,requests,7,1,8,0,42690,4858,0.002139,47.23
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,7.958576903813898,2860,requests/7,requests,7,2,12,0,88567,6378,0.002911,63.49
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,7.958576903813898,2860,requests/7,requests,7,3,7,0,36316,3036,0.001684,30.71
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,10.031000872835088,22720,rich/1,rich,1,1,5,0,17271,2230,0.000988,25.7
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,10.031000872835088,22720,rich/1,rich,1,2,4,0,12010,720,0.000513,9.75
1.0,1,1.0,1.0,structural,voluntary,deepseek_flash,10.031000872835088,22720,rich/1,rich,1,3,4,0,12545,1147,0.000637,11.91
0.4,0,1.0,0.25,structural,voluntary,deepseek_flash,10.051648903516648,23194,rich/12,rich,12,1,27,0,697808,27066,0.01778,283.5
